gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1.1472455517036229,-0.3951521876399624,-0.7829536179670946,-0.5186983555559201,0.28978437093898984,-2.908706143385995,-0.7934277276823128,-0.5113762201401626,-0.6169173834790949,1.6092749386832779,-0.5170101051885889,1.3368640122336255,1.3194921760469092,-0.6436789247233576,-1.2195818167274828,-0.6623950194188136,-0.17447455652672827,-1.029674205579918,-0.4384974278588207,-0.42411622511515557,1.3716080841524505,-0.4658272227662912
1.1472455517036229,-0.3951521876399624,1.277214865672959,1.9279027768041408,-0.5430287878698414,0.343795471493009,-0.7934277276823128,1.9555074338926262,-0.6169173834790949,-0.6213978581050968,-0.5170101051885889,-0.7480192381940216,-0.7578673205898945,-0.6436789247233576,-1.2195818167274828,0.23866609942376765,-0.42419537215357606,0.9711809760610587,-0.4384974278588207,-0.42411622511515557,-0.7290712351100815,2.1467186783579355
1.1472455517036229,-0.3951521876399624,1.277214865672959,1.9279027768041408,-0.6263101037507245,-2.908706143385995,-0.7934277276823128,1.9555074338926262,1.6209625904209692,-0.6213978581050968,1.9341981713011815,-0.7480192381940216,-0.7578673205898945,1.979843546404143,-1.2195818167274828,-0.963328559109483,-0.6789550917132687,-1.029674205579918,-0.4384974278588207,-0.42411622511515557,-0.7290712351100815,2.1467186783579355
-0.8716529765707371,-0.3951521876399624,1.277214865672959,-0.5186983555559201,-0.0849815505249842,0.343795471493009,-0.7934277276823128,-0.5113762201401626,1.6209625904209692,1.6092749386832779,-0.5170101051885889,1.3368640122336255,1.3194921760469092,1.979843546404143,0.8199531891048611,0.1830020920821412,-0.08184497567114153,-1.029674205579918,-0.4384974278588207,2.3578442435879015,-0.7290712351100815,-0.4658272227662912
1.1472455517036229,-0.3951521876399624,1.277214865672959,1.9279027768041408,-1.1259979990360232,0.343795471493009,-0.7934277276823128,-0.5113762201401626,-0.6169173834790949,-0.6213978581050968,-0.5170101051885889,-0.7480192381940216,-0.7578673205898945,-0.6436789247233576,-1.2195818167274828,-0.8241685407554163,-0.9267238995102757,-1.029674205579918,-0.4384974278588207,-0.42411622511515557,1.3716080841524505,-0.4658272227662912
1.1472455517036229,-0.3951521876399624,-0.7829536179670946,1.9279027768041408,1.5806447670926782,0.343795471493009,-0.7934277276823128,-0.5113762201401626,1.6209625904209692,1.6092749386832779,1.9341981713011815,1.3368640122336255,1.3194921760469092,1.979843546404143,0.8199531891048611,0.3917421196132412,1.4118495739354389,-1.029674205579918,-0.4384974278588207,2.3578442435879015,-0.7290712351100815,-0.4658272227662912
-0.8716529765707371,-0.3951521876399624,-0.7829536179670946,-0.5186983555559201,-1.1259979990360232,0.343795471493009,-0.7934277276823128,-0.5113762201401626,-0.6169173834790949,-0.6213978581050968,-0.5170101051885889,-0.7480192381940216,-0.7578673205898945,-0.6436789247233576,-1.2195818167274828,-1.685221154321204,-0.9379592934145919,-1.029674205579918,2.2805150873586455,2.3578442435879015,-0.7290712351100815,-0.4658272227662912
-0.8716529765707371,-0.3951521876399624,1.277214865672959,-0.5186983555559201,0.4979876606411977,0.343795471493009,1.260354239095106,-0.5113762201401626,1.6209625904209692,-0.6213978581050968,-0.5170101051885889,-0.7480192381940216,-0.7578673205898945,-0.6436789247233576,-1.2195818167274828,-0.4049489854637904,0.13305746773505675,-1.029674205579918,-0.4384974278588207,2.3578442435879015,-0.7290712351100815,-0.4658272227662912
-0.8716529765707371,-0.3951521876399624,1.277214865672959,-0.5186983555559201,1.5390041091522368,0.343795471493009,-0.7934277276823128,-0.5113762201401626,-0.6169173834790949,-0.6213978581050968,1.9341981713011815,1.3368640122336255,-0.7578673205898945,1.979843546404143,0.8199531891048611,-0.2936209707805372,0.781805000206113,-1.029674205579918,-0.4384974278588207,2.3578442435879015,-0.7290712351100815,-0.4658272227662912
-0.8716529765707371,-0.3951521876399624,-0.7829536179670946,-0.5186983555559201,1.330800819450029,0.343795471493009,1.260354239095106,-0.5113762201401626,-0.6169173834790949,1.6092749386832779,1.9341981713011815,1.3368640122336255,1.3194921760469092,0.6680823108403927,-1.2195818167274828,0.42827162443118355,1.2533964732363818,-1.029674205579918,-0.4384974278588207,2.3578442435879015,-0.7290712351100815,-0.4658272227662912
